groupId,artifactId,latest description,earliest release (real) date,latest release (real) date
io.quarkus,quarkus-azure-functions-http-archetype,,20190925Z,20200702Z
io.quarkus,quarkus-funqy-amazon-lambda-archetype,,20200415Z,20200702Z
io.radanalytics,operator-mvn-archetype,,20181017Z,20181017Z
io.radanalytics,operator-scala-mvn-archetype,,20181017Z,20181017Z
io.redlink.ssix.moven,moven-model-archetype,Moven archetype for packaging models.,20161121Z,20170424Z
io.resys.hdes,hdes-maven-archetype,,20200522Z,20200619Z
io.ryos.rhino,rhino-archetype,"Rhino: Annotation-based JUnit-style load and performance testing framework",20190510Z,20200228Z
io.shiftleft,bctrace-archetype,,20200301Z,20200301Z
io.siddhi.extension.archetype,siddhi-archetype-execution,,20190501Z,20191018Z
io.siddhi.extension.archetype,siddhi-archetype-io,,20190501Z,20191018Z
io.siddhi.extension.archetype,siddhi-archetype-map,,20190501Z,20191018Z
io.siddhi.extension.archetype,siddhi-archetype-script,,20190501Z,20191018Z
io.siddhi.extension.archetype,siddhi-archetype-store,,20190501Z,20191018Z
io.silverspoon,silverspoon-archetype-led,,20150330Z,20160310Z
io.silverspoon,silverspoon-archetype-temperature,,20151031Z,20160310Z
io.sitoolkit.dba,sit-dba-archetype,SI-Toolkit DB Administrator,20191104Z,20191104Z
io.sphere.maven-archetypes,commercetools-spring-mvc-quickstart,Archetype for creating Spring MVC 4 web application with commercetools,20151202Z,20160229Z
io.spot-next.archetypes,archetype-empty,The spOt microservice framework.,20180811Z,20190513Z
io.streamthoughts,azkarra-quickstart-java,Default Maven Archetype for creating a simple Azkarra Streams project,20191126Z,20200626Z
io.syndesis,extension-archetype-java,,20180202Z,20180202Z
io.syndesis,extension-archetype-spring-boot,,20180202Z,20180202Z
io.syndesis,extension-archetype-xml,,20180202Z,20180202Z
io.syndesis,syndesis-archetype-flow-extension-boot,,20180117Z,20180208Z
io.syndesis,syndesis-archetype-flow-extension-java,,20180117Z,20180208Z
io.syndesis,syndesis-archetype-flow-extension-xml,,20180117Z,20180208Z
io.syndesis.extension,extension-archetype-java,,20180301Z,20200630Z
io.syndesis.extension,extension-archetype-spring-boot,,20180301Z,20200630Z
io.syndesis.extension,extension-archetype-xml,,20180301Z,20200630Z
io.tapir-test,tapir-extensions-archetype,tapir Extensions Archetype,20180830Z,20200330Z
io.teecube.tac.archetypes,default-bw5-ear,Default BW5 EAR archetype,20161119Z,20161119Z
io.teecube.tac.archetypes,default-bw6-app-module,Default BW6 app module archetype,20161119Z,20161119Z
io.teecube.tac.archetypes,default-bw6-application,Default BW6 application archetype,20161119Z,20161119Z
io.tesler,tesler-base-archetype,Java framework designed for creating Enterprise Rich Web Applications,20191126Z,20200708Z
io.tesler,tesler-vanilla-archetype,Java framework designed for creating Enterprise Rich Web Applications,20191126Z,20200708Z
io.tesler,tesler-workflow-archetype,Java framework designed for creating Enterprise Rich Web Applications,20191126Z,20200708Z
io.testsmith,webdriver-testng-archetype,"Generates a basic skeleton project with Selenium WebDriver, WebDrivermanager, TestNG and Allure",20180925Z,20200304Z
io.tiler,tiler-maven-archetype,The Maven archetype for Tiler-based dashboards,20150627Z,20150628Z
io.toolisticon.maven.archetypes,annotationprocessor-archetype,Please refer to https://github.com/toolisticon/annotationprocessor-archetype,20190910Z,20190910Z
io.vertx,vertx-maven-archetype,,20130601Z,20150630Z
io.vilt.minium,minium-cucumber-archetype,,20150318Z,20150521Z
io.wcm.maven.archetypes,io.wcm.maven.archetypes.aem,Maven Archetype for creating new AEM projects.,20171220Z,20200711Z
io.wcm.maven.archetypes,io.wcm.maven.archetypes.aem-confmgmt,Maven Archetype for creating infrastructure deployment and configuration management projects for AEM.,20180905Z,20200711Z
io.wcm.qa,io.wcm.qa.galenium.archetype,,20181203Z,20191230Z
io.xtech.babel,babel-camel-archetype,Maven Archetype for Babel,20141003Z,20141003Z
io.yawp,yawp,YAWP! appengine,20150508Z,20190306Z
it.amattioli,javate-zk-archetype,,20130525Z,20130525Z
it.amattioli,javate-zk-jpa-archetype,,20130525Z,20130525Z
it.amattioli.archetypes,javate-zk-archetype,"Archetype for a JavATE project that uses Hibernate and ZK.",20100403Z,20110311Z
it.bancaditalia.oss,r-maven-plugin,"This plugin brings into Maven the lifecycle of an R package.
		It builds onto the existing R installation to perform build, check, etc.
		It provides means to complete a DESCRIPTION file with version, etc.
		In the future, It will allow to deploy the project to CRAN as well as a Maven artifact repository.",20180910Z,20180910Z
it.cosenonjaviste,jsf2-spring4-jpa2-archetype,"This archetype is based on org.fluttercode.knappsack/spring-jsf-jpa-archetype/1.1 one.
This new archetype upgrade libraries to JSF 2.2, Spring 4 and JPA 2.1",20140210Z,20150904Z
it.solutionsexmachina,module-archetype,Archetype to generate module to be used with genericdao and webcontroller,20190427Z,20190427Z
it.solutionsexmachina,webapplication-archetype,Archetype to generate module to be used with genericdao and webcontroller,20190426Z,20190427Z
it.tidalwave.netbeans,netbeans-platform-application-archetype,Tidalwave NetBeans Platform Application Archetype,20130516Z,20130517Z
it.tidalwave.netbeans,netbeans-platform-archetype,Tidalwave NetBeans Platform Archetype,20111224Z,20120122Z
it.tidalwave.northernwind,simple-project-site-archetype-1,,20120122Z,20150805Z
it.tidalwave.northernwind,simple-site1-step1-archetype,,20120711Z,20150805Z
it.tidalwave.thesefoolishthings,project-archetype,TheseFoolishThings - Project Archetype,20110611Z,20181210Z
it.uniroma2.art.coda,coda-converter-archetype,A Maven Archetype for the generation of a Maven project for a new converter. This archetype can be used either in combination with the Maven command line (utilizing the goal archetype:generate) or inside any IDE suitably integrated with Maven.,20161205Z,20200205Z
javax.faces,javax.faces-war-archetype,"A simple project with war packaging that depends on JSF 2.2 and 
        javaee 6, in that order.",20110901Z,20130709Z
jboss,mobicents-ra-archetype,An archetype for slee resource adaptor.,20100519Z,20100519Z
jboss,mobicents-ra-mavenization-archetype,An archetype for slee resource adaptor mavenization.,20100519Z,20100519Z
jp.blackawa,spring-bootstrapping-archetype,Bootstrap Spring Boot project with Spring Security Database Authentication/Authorization.,20170928Z,20170928Z
jp.coppermine,jakartaee-quickstart-archetype,Jakarta EE quick start template with Jakarta Server Faces and Jakarta RESTful Web Services,20181123Z,20191206Z
me.alb-i986,cucumber-java-junit-archetype,"Maven Archetype for creating cucumber projects, featuring Java and JUnit",20150314Z,20150314Z
me.alb-i986.cucumber,cucumber-java-junit-archetype,"Maven Archetype for creating cucumber projects, featuring Java and JUnit",20150314Z,20160510Z
me.alb-i986.selenium,selenium-tinafw-archetype,"Archetype for creating Selenium projects that rely on selenium-tinafw, a Selenium framework",20150224Z,20160629Z
me.geso.avans,avans-setup,avans-setup,20141130Z,20170213Z
me.limone,wicket-spring-boilerplate,,20120330Z,20120330Z
me.noroutine,tobacco-bootstrap,Web Application with all modern client libraries,20121211Z,20130829Z
me.thingle.archetypes,java8-jersey2-guice4-webapp-archetype,"A java 8, servlet 3.1 webapp with jersey 2 and guice 4",20170419Z,20170419Z
me.xethh.archetype,quickstart,Base archetype of xethh libs,20190312Z,20191003Z
me.xethh.archetype.quickstart,quickstart-akka-actor-lib,Base archetype of xethh libs,20191003Z,20191003Z
me.xethh.archetype.quickstart,quickstart-lib,Base archetype of xethh libs,20190315Z,20191003Z
me.xethh.archetype.quickstart,quickstart-scala-app,Base archetype of xethh libs,20190318Z,20191003Z
ml.rugal.archetype,springmvc-spring-hibernate,A pretty useful JavaEE application archetype based on springmvc spring and hibernate,20140707Z,20161101Z
ml.rugal.archetype,springmvc-spring-mongodb,An archetype based on springmvc spring and MongoDB,20150730Z,20150730Z
ml.rugal.archetype,springmvc-spring-mybatis,A pretty useful JavaEE application archetype based on Springmvc Spring and Mybatis,20160417Z,20160417Z
net.alchim31.maven,scala-archetype-simple,The maven-scala-plugin is used for compiling/testing/running/documenting scala code in maven.,20121210Z,20180609Z
net.automatalib.archetypes,basic,"The basic archetype, which provides preconfigured dependencies for the basic usage of AutomataLib.",20180207Z,20200205Z
net.automatalib.archetypes,complete,"The complete archetype, which provides preconfigured dependencies on all artifacts of AutomataLib.",20130614Z,20200205Z
net.automatalib.archetypes,core,,20130614Z,20150604Z
net.automatalib.archetypes,typical,,20130614Z,20150604Z
net.avh4.mvn.archetype,java-1.6-archetype,Maven 2 archtype for Java 1.6 projects,20110824Z,20110912Z
net.biville.florent,maven-embedded-neo4j-archetype,,20140618Z,20140618Z
net.code-story,quickstart,,20140326Z,20140326Z
net.coding.chenxiaobo,base-framework-archetype,"base-framework is a authority management system of java web framework, the framework ased on spring, mybatis, spring mvc, apache shiro",20141029Z,20141029Z
net.cofares.ljug,cnamliban-pojo-archetype,"An archetype for ISSAE Cnam Liban students for POJO projects.
    Pre-requisite 
        1- Must define gpg key for signing jar gpg --gen-key
        2- You could olso publish your key gpg- keyserver ___ --send-key ____",20181128Z,20181128Z
net.cofares.ljug,ljug-quickstart-archetype,The maven quickstart archetype adapted for the error with surfire,20181124Z,20181125Z
net.contextfw,web-quickstart,Context Web Application Framework - Quickstart,20101006Z,20120317Z
net.databinder,data-app,"To make creating a new Databinder application easier, this archetype includes all required sources and resources.",20060108Z,20061119Z
net.databinder.maven.net.databinder,data-app,"To make creating a new Databinder application easier, this archetype includes all required sources and resources.",20060108Z,20061102Z
net.devonlinux.solr,solr-quickstart-archetype,,20111204Z,20111204Z
net.devonlinux.solr,solr-quickstart-archetype-no-acceptance-tests,,20111204Z,20111204Z
net.digital-alexandria,java-bones,"A maven-archetype for a basic Java scaffold that is hosted on
        github",20170422Z,20170425Z
net.flexmojos.oss,flexmojos-archetypes-application,,20120402Z,20170213Z
net.flexmojos.oss,flexmojos-archetypes-library,,20120402Z,20170213Z
net.flexmojos.oss,flexmojos-archetypes-mobile-application,,20160131Z,20170213Z
net.flexmojos.oss,flexmojos-archetypes-modular-webapp,,20120402Z,20170213Z
net.hassannazar,jakartaee-mp-archetype,"A starter archetype for a ThinWar project using Jakarta EE and MicroProfile, without any sketchy parent-pom's.",20190902Z,20191210Z
net.imagej,imagej-command-archetype,ImageJ Command Archetype: an Apache Maven archetype for ImageJ2 Commands.,20171219Z,20171219Z
net.ja731j.bukkit,bukkit-plugin-simple,A Maven archetype which creates a simple Bukkit plugin,20130711Z,20130717Z
net.jackadull,scala-archetype,"Scala archetype, to be used only for Jackadull projects.",20180510Z,20180714Z
net.java.truelicense,truelicense-maven-archetype,"The TrueLicense Maven Archetype is a turn-key solution for designing
        and implementing a custom licensing schema for your software product.
        The archetype generates a tailor-made project which is composed of
        ready-made modules for vending and consuming license keys.
        The modules contain code templates which you can easily customize
        without writing code by configuring a set of properties.",20130204Z,20170930Z
net.java.trueupdate,trueupdate-archetype-glassfish,"An archetype for a TrueUpdate application running in Oracle GlassFish.",20131004Z,20160227Z
net.java.trueupdate,trueupdate-archetype-tomcat,"An archetype for a TrueUpdate application running in Apache Tomcat.",20130927Z,20160227Z
net.java.truevfs,truevfs-archetype-access,Showcases the client API of the module TrueVFS Access.,20120903Z,20180226Z
net.java.truevfs,truevfs-archetype-profile,"Creates a custom TrueVFS Profile which bundles all selected TrueVFS modules for ease of use.",20121116Z,20180226Z
net.kemitix,quarkus-multi-module-archetype,,20200327Z,20200327Z
net.kindleit,gae-archetype-gwt,Archetype for creating maven-gae projects that uses GWT for the view,20100825Z,20130418Z
net.kindleit,gae-archetype-jsf,Archetype for creating maven-gae projects that works under Java Server Faces,20101011Z,20130418Z
net.kindleit,gae-archetype-jsp,Archetype for creating maven-gae projects that uses jsp for the view,20100825Z,20130418Z
net.kindleit,gae-archetype-objectify-jsp,Archetype for creating maven-gae projects that uses jsp for the view and Objectify for the ORM.,20101203Z,20130418Z
net.kindleit,gae-archetype-wicket,Archetype for creating maven-gae projects based on apache wicket framework,20100825Z,20130418Z
net.ladstatt,scala-javafx-archetype,"The Scala JavaFX Archetype provides a simple template for a scala based 
	JavaFX project",20121228Z,20121228Z
net.liftweb,lift-archetype-basic,"Basic project archetype for Lift Web Framework (with database, logging, user management).",20081124Z,20100629Z
net.liftweb,lift-archetype-basic_2.10,"Basic project archetype for Lift Web Framework (with database, logging, user management).",20130910Z,20130910Z
net.liftweb,lift-archetype-basic_2.7.7,"Basic project archetype for Lift Web Framework (with database, logging, user management).",20100804Z,20110105Z
net.liftweb,lift-archetype-basic_2.8.0,"Basic project archetype for Lift Web Framework (with database, logging, user management).",20100804Z,20110105Z
net.liftweb,lift-archetype-basic_2.8.1,"Basic project archetype for Lift Web Framework (with database, logging, user management).",20101208Z,20110413Z
net.liftweb,lift-archetype-basic_2.9.1,"Basic project archetype for Lift Web Framework (with database, logging, user management).",20110908Z,20130613Z
net.liftweb,lift-archetype-blank,"Blank project archetype for Lift Web Framework.",20081124Z,20100629Z
net.liftweb,lift-archetype-blank_2.10,"Blank project archetype for Lift Web Framework.",20130910Z,20130910Z
net.liftweb,lift-archetype-blank_2.7.7,"Blank project archetype for Lift Web Framework.",20100804Z,20110105Z
net.liftweb,lift-archetype-blank_2.8.0,"Blank project archetype for Lift Web Framework.",20100804Z,20110105Z
net.liftweb,lift-archetype-blank_2.8.1,"Blank project archetype for Lift Web Framework.",20101208Z,20110413Z
net.liftweb,lift-archetype-blank_2.9.1,"Blank project archetype for Lift Web Framework.",20110908Z,20130613Z
net.liftweb,lift-archetype-hellolift,"Archetype - hellolift, a sample Lift application",20081124Z,20081124Z
net.liftweb,lift-archetype-jpa-basic,"Basic JPA archetype for Lift Web Framework.",20090502Z,20100629Z
net.liftweb,lift-archetype-jpa-basic_2.10,"Basic JPA archetype for Lift Web Framework.",20130910Z,20130910Z
net.liftweb,lift-archetype-jpa-basic_2.7.7,"Basic JPA archetype for Lift Web Framework.",20100804Z,20110105Z
net.liftweb,lift-archetype-jpa-basic_2.8.0,"Basic JPA archetype for Lift Web Framework.",20100804Z,20110105Z
net.liftweb,lift-archetype-jpa-basic_2.8.1,"Basic JPA archetype for Lift Web Framework.",20101208Z,20110413Z
net.liftweb,lift-archetype-jpa-basic_2.9.1,"Basic JPA archetype for Lift Web Framework.",20110908Z,20130613Z
net.liftweb,lift-archetype-jpa-blank,"Blank JPA archetype for Lift Web Framework.",20090502Z,20100629Z
net.liftweb,lift-archetype-jpa-blank-single,"Blank JPA archetype for Lift Web Framework (single project).",20090502Z,20100629Z
net.liftweb,lift-archetype-jpa-blank-single_2.10,"Blank JPA archetype for Lift Web Framework (single project).",20130910Z,20130910Z
net.liftweb,lift-archetype-jpa-blank-single_2.7.7,"Blank JPA archetype for Lift Web Framework (single project).",20100804Z,20110105Z
net.liftweb,lift-archetype-jpa-blank-single_2.8.0,"Blank JPA archetype for Lift Web Framework (single project).",20100804Z,20110105Z
net.liftweb,lift-archetype-jpa-blank-single_2.8.1,"Blank JPA archetype for Lift Web Framework (single project).",20101208Z,20110413Z
net.liftweb,lift-archetype-jpa-blank-single_2.9.1,"Blank JPA archetype for Lift Web Framework (single project).",20110908Z,20130613Z
net.liftweb,lift-archetype-jpa-blank_2.10,"Blank JPA archetype for Lift Web Framework.",20130910Z,20130910Z
net.liftweb,lift-archetype-jpa-blank_2.7.7,"Blank JPA archetype for Lift Web Framework.",20100804Z,20110105Z
net.liftweb,lift-archetype-jpa-blank_2.8.0,"Blank JPA archetype for Lift Web Framework.",20100804Z,20110105Z
net.liftweb,lift-archetype-jpa-blank_2.8.1,"Blank JPA archetype for Lift Web Framework.",20101208Z,20110413Z
net.liftweb,lift-archetype-jpa-blank_2.9.1,"Blank JPA archetype for Lift Web Framework.",20110908Z,20130613Z
net.liftweb,lift-archetype-mvc_2.10,"Minimal MVC based project archetype for Lift Web Framework.",20130910Z,20130910Z
net.liftweb,lift-archetype-mvc_2.9.1,"Minimal MVC based project archetype for Lift Web Framework.",20130613Z,20130613Z
net.liftweb,lift-archetype-sbt,"Basic project archetype for Lift Web Framework (with database, logging, user management) using the sbt build system",20100609Z,20100629Z
net.liftweb,lift-archetype-sbt_2.7.7,"Basic project archetype for Lift Web Framework (with database, logging, user management) using the sbt build system",20100804Z,20110105Z
net.liftweb,lift-archetype-sbt_2.8.0,"Basic project archetype for Lift Web Framework (with database, logging, user management) using the sbt build system",20100804Z,20110105Z
net.liftweb,lift-archetype-sbt_2.8.1,"Basic project archetype for Lift Web Framework (with database, logging, user management) using the sbt build system",20101208Z,20110413Z
net.liftweb,lift-archetype-sbt_2.9.1,"Basic project archetype for Lift Web Framework (with database, logging, user management) using the sbt build system",20110908Z,20111110Z
net.ltgt.gwt.archetypes,dagger-guice-rf-activities,"GWT application with user authentication, using Dagger and Places/Activities on client side, Guice on server side, RequestFactory for communication.",20170709Z,20200516Z
net.ltgt.gwt.archetypes,modular-requestfactory,"The GWT WebAppCreator's sample, modularized and using RequestFactory.",20170709Z,20200516Z
net.ltgt.gwt.archetypes,modular-webapp,"The GWT WebAppCreator's sample (using GWT-RPC), modularized.",20170709Z,20200516Z
net.mdatools,modelant.repository.maven.archetype,"An archetype to build a API to access metamodel instances
    The metamodel should be written in MOF 1.4, XMI 1.1 or XMI 1.2, as of JMI (JCR-40).
    
    The archetype requires providing parent project's Group, Artifact and Version.
    When other than the default values are provided, then the generated POM will 
    include a corresponding <parent> section.
  
    The generated project uses the NetBeans MDR.",20181102Z,20181102Z
net.mdatools,modelant.template.maven.archetype,"Archetype for building the default templates structure for ModelAnt Template Engine
    for a metamodel, written in MOF 1.4, XMI 1.1 or XMI 1.2, as of JMI (JCR-40).
    
    When other than the default values are provided, then the generated POM will 
    include a corresponding <parent> section.",20181102Z,20181102Z
net.mimieye,nuls-smartcontract-archetype,,20190806Z,20190806Z
net.miob.maven,kotlin-archetype,A maven quick start archetype for kotlin projects.,20160601Z,20160601Z
net.officefloor.maven,woof-archetype,Archetype to generate a WoOF project,20120701Z,20200527Z
net.osgiliath.archetypes,net.osgiliath.archetype.business,"Must be behind an Osgiliath parent archetype, business processing of data",20131115Z,20160617Z
net.osgiliath.archetypes,net.osgiliath.archetype.business.blueprint,"Must be behind an Osgiliath parent archetype, business processing of data",20140501Z,20150819Z
net.osgiliath.archetypes,net.osgiliath.archetype.business.cdi,"Must be behind an Osgiliath parent archetype, business processing of data",20140501Z,20150819Z
net.osgiliath.archetypes,net.osgiliath.archetype.model,"Must be behind an Osgiliath parent archetype, database persistence of your model",20131115Z,20160617Z
net.osgiliath.archetypes,net.osgiliath.archetype.parent,Parent skeleton for an Osgiliath project,20131115Z,20160617Z
net.osgiliath.archetypes,net.osgiliath.archetype.routes,"Must be behind an Osgiliath parent archetype, routing support between modules",20131115Z,20160617Z
net.osgiliath.archetypes,net.osgiliath.archetype.routes.blueprint,"Must be behind an Osgiliath parent archetype, routing support between modules",20140501Z,20150819Z
net.osgiliath.archetypes,net.osgiliath.archetype.routes.cdi,"Must be behind an Osgiliath parent archetype, routing support between modules",20140501Z,20150819Z
net.osgiliath.archetypes,net.osgiliath.archetype.ui,"Must be behind an Osgiliath parent archetype, user inteface programming for Osgiliath",20131115Z,20160617Z
net.phaedra,phaedra-archetype,,20100520Z,20100520Z
net.pincette,pincette-jes-archetype,JSON Event Sourcing Maven Artefact,20191220Z,20200526Z
net.rhuanrocha,javaee8-war-archetype,A archetype to create applications using Java EE 8,20181009Z,20181009Z
net.rhuanrocha,microprofile2.0-archetype,A archetype to create applications using Microprofile 2.0,20181128Z,20181128Z
net.roboconf,roboconf-maven-archetype,,20150304Z,20150304Z
net.ryian,ryian-web-archetype,ryian-web-archetype is an archetype to create a web project based on ryian framework,20141210Z,20141210Z
net.serenity-bdd,serenity-cucumber-archetype,"Serenity automated acceptance testing project using Selenium 2, JUnit and Cucumber-JVM",20150105Z,20200115Z
net.serenity-bdd,serenity-cucumber4-archetype,"Serenity automated acceptance testing project using Selenium 2, JUnit and Cucumber-JVM",20190927Z,20200115Z
net.serenity-bdd,serenity-cucumber4-screenplay-archetype,"Serenity automated acceptance testing project using Selenium 2, JUnit and Cucumber-JVM",20191002Z,20200115Z
net.serenity-bdd,serenity-jbehave-archetype,"Serenity automated acceptance testing project using Selenium 2, JUnit and JBehave",20141212Z,20200115Z
net.serenity-bdd,serenity-junit-archetype,Serenity automated acceptance testing project using Selenium 2 and JUnit,20141212Z,20200115Z
net.serenity-bdd,serenity-junit-screenplay-archetype,"Serenity automated acceptance testing project using Screenplay, Selenium 2 and JUnit",20160216Z,20200115Z
net.sf.ingenias,iafarch-empty,,20120723Z,20181107Z
net.sf.ingenias,iafarch-gui,,20120723Z,20181107Z
net.sf.ingenias,iafarch-helloworld,,20120723Z,20181107Z
net.sf.ingenias,iafarch-interaction,,20120723Z,20181107Z
net.sf.itcb.archetype,common-archetype,"Archetype that might be used by IT managers in order to create the common packages of custom IT.
      groupId, artifactId, package, version, companyMainGroupId, companyMainArtifactId, companyMainVersion, company, companyUrl have to be defined in archetype execution.
      By convention, we recommend to call this module common-""yourcompany"".",20101230Z,20101230Z
net.sf.itcb.archetype,main-archetype,"Archetype that might be used by IT managers in order to create the base of custom IT.
      archetypeId, groupId, version, company and companyUrl have to be defined in archetype execution.
      By convention, we recommend to call this module main-""yourcompany"".",20101230Z,20101230Z
net.sf.jlue,jlue-archetype-basic,Archetype - basic project for Jlue,20090922Z,20090922Z
net.sf.jlue,jlue-archetype-blank,Archetype - blank project for Jlue,20090922Z,20090922Z
net.sf.maven-autotools,maven-autotools-archetype-executable,,20130314Z,20130314Z
net.sf.maven-autotools,maven-autotools-archetype-shared,,20130314Z,20130314Z
net.sf.maven-har,maven-archetype-har,,20070824Z,20071019Z
net.sf.maven-sar,maven-archetype-sar,,20070828Z,20070828Z
net.sf.mgp,maven-archetype-gwt,An archetype which contains a sample Maven GWT project.,20080731Z,20090115Z
net.sf.portletunit,portletunit-portlet-archetype,"An archetype that creates a simple porltet with unit tests.",20100227Z,20100316Z
net.sf.sf3jswing,mojo-archetype,"""Maven Old Java Object"" Project builder . From this archetype, maven can build and initialize a SF3JSWING child project folder structure.",20160522Z,20191024Z
net.sf.squirrel-sql.plugins,squirrelsql-plugin-archetype,"This project produces the maven archetype that can be used to generate a SQuirreL
		Plugin
		maven project. The project that is produced contains an Example plugin that demonstrates the use
		of key plugin APIs.",20110913Z,20130506Z
net.sf.tsl2nano,mda-spring-archetype,TSL2 Archetype for MDA with spring-boot,20190827Z,20191103Z
net.sf.tsl2nano,tsl2.nano.archetype,TSL2 Framework (fullstack) archetype to create a new MDA JEE+Thymeleaf Application,20191020Z,20200620Z
net.sf.uctool,uctool-archetype,Creates a new project ready to be used with Use Case Tool.,20131109Z,20131201Z
net.smartcosmos.extension,smartcosmos-extension-archetype,SMART COSMOS Extension Archetype,20150925Z,20160512Z
net.sourceforge.ota-tools.schema,ota-tools-schema-archetype,,20100416Z,20150101Z
net.thejeearchitectcookbook,jsf-jqmobile-archetype,JSF 2 and JQuery Mobile basic web archetype.,20110924Z,20121211Z
net.thucydides,thucydides-easyb-archetype,"Thucydides automated acceptance testing project using Selenium 2, JUnit and easyb",20111027Z,20140820Z
net.thucydides,thucydides-jbehave-archetype,"Thucydides automated acceptance testing project using Selenium 2, JUnit and JBehave",20121216Z,20140820Z
net.thucydides,thucydides-simple-archetype,Thucydides automated acceptance testing project using Selenium 2 and JUnit,20111027Z,20140820Z
net.tirasa.connid,connector-archetype,,20170707Z,20191024Z
net.trajano.archetype,java-archetype,This is an archetype type for a Java artifact.,20140316Z,20140316Z
net.truelicense,truelicense-maven-archetype,"The TrueLicense Maven Archetype is a turn-key solution for designing
        and implementing a custom licensing schema for your software product.
        The archetype generates a tailor-made project which is composed of
        ready-made modules for vending and consuming license keys.
        The modules contain code templates which you can easily customize
        without writing code by configuring a set of properties.",20171003Z,20180228Z
net.unit8.enkan,kotowari-archetype,,20160518Z,20180214Z
net.wasdev.maven.tools.archetypes,ejb-jee5-liberty,EJB 3.0 project targeting WebSphere Liberty,20160923Z,20160923Z
net.wasdev.maven.tools.archetypes,ejb-jee6-liberty,EJB 3.1 project targeting WebSphere Liberty,20160923Z,20160923Z
net.wasdev.maven.tools.archetypes,ejb-jee7-liberty,EJB 3.2 project targeting WebSphere Liberty,20160923Z,20160923Z
net.wasdev.maven.tools.archetypes,osgi-liberty,OSGi project targeting WebSphere Liberty,20160923Z,20160923Z
net.wasdev.maven.tools.archetypes,osgi-web25-liberty,OSGi Web 2.5 project targeting WebSphere Liberty,20160923Z,20160923Z
net.wasdev.maven.tools.archetypes,osgi-web30-liberty,OSGi Web 3.0 project targeting WebSphere Liberty,20160923Z,20160923Z
net.wasdev.maven.tools.archetypes,osgi-web31-liberty,OSGi Web 3.1 project targeting WebSphere Liberty,20160923Z,20160923Z
net.wasdev.maven.tools.archetypes,webapp-jee5-liberty,Web 2.5 project targeting WebSphere Liberty,20160923Z,20160923Z
net.wasdev.maven.tools.archetypes,webapp-jee6-liberty,Web 3.0 project targeting WebSphere Liberty,20160923Z,20160923Z
net.wasdev.maven.tools.archetypes,webapp-jee7-liberty,Web 3.1 project targeting WebSphere Liberty,20160923Z,20160923Z
net.wasdev.wlp.maven,liberty-archetype-ear,"An archetype that generates a Java EE 7 multi-module project that includes an EJB module, a web application module and an EAR module",20171013Z,20190722Z
net.wasdev.wlp.maven,liberty-archetype-webapp,,20170602Z,20190722Z
net.wasdev.wlp.maven,liberty-plugin-archetype,,20140415Z,20190722Z
net.wetheinter,gwt-maven-plugin,"Maven plugin for the Google Web Toolkit.",20150525Z,20150525Z
ng.shoppi,dashboard-archetype,Archetype to generate a Shopp!ng style dashboard project,20170608Z,20170701Z
ng.shoppi,microservice-archetype,Archetype to generate a Shopp!ng style microservice project,20170507Z,20170920Z
nl.delphinity,springboot,"A basic starter template using springboot, jpa data, thymeleaf and MVC",20171127Z,20171127Z
nl.delphinity,springboot-delphinity-archetype,"A basic starter template using springboot, jpa data, thymeleaf and MVC",20171127Z,20171127Z
nl.hsac,fitnesse-project,Project to create a Maven archetype that can be used to generate a FitNesse project based on hsac-fitnesse-fixtures,20170129Z,20190707Z
nl.ivonet,jakartaee8-essentials-archetype,JakartaEE 8 project minimalistic quickstart template.,20191025Z,20191025Z
nl.ivonet,jakartaee8-payara-microprofile-archetype,Jakarta EE 8 / Payara 5 / Microprofile 3 - project minimalistic quickstart template.,20191025Z,20191101Z
nl.ivonet,javaee7-essentials-archetype,,20181202Z,20181202Z
nl.ivonet,javaee8-essentials-archetype,Java EE 8 project minimalistic quickstart template.,20181202Z,20190203Z
nl.ivonet,javaee8-payara-microprofile-archetype,Java EE 8 / Payara 5 / Microprofile 2 - project minimalistic quickstart template.,20190203Z,20190829Z
nl.psek.fitnesse,psek-fitnesse-project-archetype,A template for a FitNesse testproject using the psek-fitnesse-fixtures,20170520Z,20180318Z
nl.xymion.maven.archetypes,minecraft-plugin-archetype,A simple archetype for creating Minecraft plugins. This archetype creates dynamic content.,20200202Z,20200202Z
no.bouvet,maven-archetype-eventsourcing,,20140701Z,20150818Z
no.tornado,jsf-quickstart-archetype,JSF Web Application with libSASS,20150329Z,20150329Z
no.tornado,modular-app-archetype,Modular application archetype based on Tornado Inject - One service and one client module.,20120520Z,20120520Z
no.tornado,tornadofx-quickstart-archetype,TornadoFX Quick Start Archetype with minimal sample application,20160306Z,20180819Z
no.tornado,web-quickstart,Quickstart Archetype for,20131115Z,20131115Z
nz.net.osnz,groovy-archetype,OSNZ groovy archetype,20170818Z,20191007Z
nz.net.osnz,java-archetype,OSNZ Java archetype,20170818Z,20191014Z
nz.net.osnz,kotlin-archetype,OSNZ Kotlin archetype,20180916Z,20180916Z
nz.net.osnz,scala-archetype,OSNZ Scala archetype,20180110Z,20180916Z
nz.net.osnz.lmz,osnz-lmz-archetype,OSNZ LMZ Archetype,20140929Z,20150409Z
nz.net.osnz.lmz,osnz-war-archetype,OSNZ WAR Archetype,20150319Z,20150409Z
